frame_idx,t_ms,face,eye_blink_l,eye_blink_r,ear,jaw_open,pitch,yaw,roll,bright_mean,warmth
0,0.0,1,0.20516365766525269,0.21803565323352814,0.25209,0.022435275837779045,-3.911,10.312,-0.146,128.324,1.39434
1,33.33,1,0.210946723818779,0.20116771757602692,0.25809,0.0209260955452919,-3.895,10.549,0.203,128.747,1.39291
2,66.67,1,0.21389876306056976,0.19857534766197205,0.25879,0.022239478304982185,-3.566,10.386,0.318,130.381,1.38412
3,100.0,1,0.21996799111366272,0.1934424191713333,0.25966,0.02352873980998993,-3.436,10.378,0.498,133.135,1.38341
4,133.33,1,0.20029717683792114,0.1901465654373169,0.26279,0.020581364631652832,-4.355,10.814,0.459,136.064,1.42664
5,166.67,1,0.2020743042230606,0.1985798329114914,0.2657,0.017712529748678207,-8.247,11.554,-0.038,147.937,1.41081
6,200.0,1,0.25176987051963806,0.22759684920310974,0.25453,2.7428553948993795e-05,-14.74,9.462,-1.689,157.624,1.36477
7,233.33,1,0.308387815952301,0.2020290344953537,0.2535,0.00014565701712854207,-9.964,9.99,0.047,154.341,1.33102
8,266.67,1,0.24991615116596222,0.2043015956878662,0.26041,0.0012602260103449225,-9.097,10.196,0.264,146.962,1.31545
9,300.0,1,0.23497778177261353,0.18237711489200592,0.26664,0.006033490877598524,-5.653,10.908,0.943,140.897,1.3062
10,333.33,1,0.21974405646324158,0.16251449286937714,0.27145,0.012511909008026123,-4.325,11.305,1.177,135.708,1.30495
11,366.67,1,0.21804417669773102,0.1623290628194809,0.27074,0.015092134475708008,-2.882,10.885,1.317,131.623,1.31121
12,400.0,1,0.2173665165901184,0.1665402203798294,0.27035,0.01368735358119011,-2.736,10.946,1.366,129.932,1.32251
13,433.33,1,0.22284747660160065,0.1701234132051468,0.26815,0.013468630611896515,-2.584,11.077,1.415,129.524,1.33202
14,466.67,1,0.22155633568763733,0.1680421084165573,0.26901,0.014265215024352074,-2.742,11.264,1.429,129.572,1.33983
15,500.0,1,0.22384224832057953,0.16594074666500092,0.26823,0.014719842001795769,-2.805,11.328,1.489,130.397,1.34522
16,533.33,1,0.22242231667041779,0.16437166929244995,0.26822,0.014045337215065956,-2.989,11.399,1.509,130.444,1.34999
17,566.67,1,0.2255336493253708,0.16812968254089355,0.2691,0.01472262293100357,-3.144,11.599,1.498,130.67,1.35352
18,600.0,1,0.2280265837907791,0.16856147348880768,0.27186,0.015899287536740303,-3.284,12.028,1.48,131.183,1.35727
19,633.33,1,0.22282588481903076,0.14892220497131348,0.27592,0.01905169151723385,-3.656,12.493,1.528,131.546,1.36338
20,666.67,1,0.2221827208995819,0.13359318673610687,0.2798,0.01623084396123886,-4.214,13.076,1.504,131.644,1.37025
21,700.0,1,0.22081488370895386,0.1299898624420166,0.27854,0.011828314512968063,-4.303,13.471,1.79,131.735,1.37469
22,733.33,1,0.24216650426387787,0.13898120820522308,0.27748,0.009593002498149872,-4.581,13.748,1.821,131.979,1.3792
23,766.67,1,0.25657355785369873,0.15475419163703918,0.27542,0.008269162848591805,-4.859,14.034,1.85,132.495,1.38354
24,801.67,1,0.26717308163642883,0.16581854224205017,0.27172,0.007135623600333929,-5.14,14.246,1.932,132.581,1.38689
25,835.0,1,0.277787983417511,0.16843530535697937,0.26949,0.0058772568590939045,-5.527,14.481,1.858,132.574,1.38829
26,868.33,1,0.2858428955078125,0.17316654324531555,0.26613,0.005216182675212622,-5.8,14.792,1.794,132.531,1.39039
27,901.67,1,0.2885608971118927,0.17658106982707977,0.26476,0.004827494733035564,-5.966,14.944,1.792,132.471,1.39176
28,935.0,1,0.2868148684501648,0.17987211048603058,0.26301,0.004430785309523344,-5.994,15.15,1.894,132.877,1.39547
29,968.33,1,0.28118303418159485,0.1763366013765335,0.26413,0.004401211626827717,-6.03,15.218,1.977,132.934,1.39721
30,1001.67,1,0.2815206050872803,0.18118351697921753,0.26194,0.005436458624899387,-6.114,15.263,2.054,133.022,1.40015
31,1035.0,1,0.2853183448314667,0.18166883289813995,0.26166,0.004860567394644022,-6.181,15.3,2.103,133.284,1.40053
32,1068.33,1,0.2817423343658447,0.1811189204454422,0.26142,0.0042407396249473095,-6.146,15.373,2.05,133.239,1.40401
33,1101.67,1,0.27513033151626587,0.1714877486228943,0.26256,0.004068891052156687,-6.073,15.673,1.927,133.368,1.40357
34,1135.0,1,0.2716587483882904,0.16973385214805603,0.26332,0.0037280332762748003,-5.845,15.962,1.855,133.033,1.40501
35,1168.33,1,0.29926344752311707,0.17600117623806,0.2533,0.0028070362750440836,-5.21,16.505,1.816,132.756,1.40269
36,1201.67,1,0.6346288323402405,0.5808864831924438,0.09153,0.0018672915175557137,-4.471,17.577,1.427,132.128,1.40318
37,1235.0,1,0.6074786186218262,0.6161242723464966,0.08183,0.0022991562727838755,-3.791,18.024,1.554,131.628,1.40207
38,1268.33,1,0.5235590934753418,0.48945584893226624,0.12854,0.002277182415127754,-3.463,18.093,1.952,130.993,1.40439
39,1301.67,1,0.4532390832901001,0.4516929090023041,0.15799,0.003289072075858712,-2.557,17.875,2.026,131.697,1.4029
40,1335.0,1,0.3956184387207031,0.4357522428035736,0.17956,0.0036792815662920475,-2.238,18.204,2.053,132.087,1.40344
41,1368.33,1,0.33771437406539917,0.40155112743377686,0.20597,0.003017345443367958,-1.916,18.268,2.077,132.835,1.39984
42,1401.67,1,0.30199941992759705,0.3517873287200928,0.22692,0.0033247657120227814,-1.824,18.21,2.012,133.025,1.39977
43,1435.0,1,0.27746039628982544,0.3041519224643707,0.24317,0.0035705952905118465,-1.774,18.243,1.926,133.509,1.3964
44,1468.33,1,0.2542194128036499,0.27390429377555847,0.25343,0.003892270615324378,-1.783,18.254,1.85,133.303,1.3967
45,1501.67,1,0.242823526263237,0.2239847481250763,0.2633,0.003917140886187553,-1.788,18.215,1.824,133.388,1.39448
46,1535.0,1,0.22970972955226898,0.20068342983722687,0.26837,0.003909537568688393,-1.813,18.102,1.823,133.008,1.39553
47,1568.33,1,0.20544658601284027,0.16146446764469147,0.27953,0.00408842321485281,-1.797,18.041,1.843,133.071,1.39301
48,1601.67,1,0.1766739934682846,0.11732935160398483,0.2915,0.0043332260102033615,-1.813,17.976,1.757,132.773,1.39321
49,1635.0,1,0.15725141763687134,0.08225549012422562,0.29947,0.004624139983206987,-1.858,17.738,1.761,132.87,1.39022
50,1668.33,1,0.15001924335956573,0.07061340659856796,0.30129,0.004817959852516651,-1.927,17.622,1.721,132.474,1.39058
51,1701.67,1,0.14439742267131805,0.06276274472475052,0.30483,0.005006515886634588,-1.954,17.649,1.814,132.729,1.38805
52,1735.0,1,0.14356528222560883,0.05858428031206131,0.30651,0.0051945652812719345,-2.019,17.772,2.009,132.532,1.38872
53,1768.33,1,0.1443357765674591,0.05505010113120079,0.30722,0.005287735722959042,-2.074,17.826,2.223,132.466,1.38739
54,1801.67,1,0.1474694311618805,0.055946290493011475,0.30583,0.0055182320065796375,-2.201,17.835,2.342,132.014,1.3891
55,1835.0,1,0.15160024166107178,0.05987163260579109,0.30399,0.0052993507124483585,-2.252,17.749,2.44,131.93,1.38673
56,1868.33,1,0.15467487275600433,0.06696441024541855,0.30148,0.005034353584051132,-2.359,17.654,2.457,131.557,1.3875
57,1901.67,1,0.15670131146907806,0.06996185332536697,0.29927,0.004781340714544058,-2.396,17.616,2.467,131.426,1.38631
58,1935.0,1,0.1575084924697876,0.07439937442541122,0.29889,0.004681427963078022,-2.423,17.601,2.497,131.084,1.38743
59,1968.33,1,0.15759988129138947,0.07470958679914474,0.29892,0.004803323186933994,-2.402,17.622,2.511,130.85,1.38675
60,2001.67,1,0.15557986497879028,0.072272889316082,0.29804,0.004780228715389967,-2.403,17.658,2.5,130.53,1.38445
61,2035.0,1,0.15431702136993408,0.0716705396771431,0.29833,0.00487613957375288,-2.384,17.663,2.499,130.597,1.38283
62,2068.33,1,0.15412332117557526,0.07145301252603531,0.29781,0.004717885982245207,-2.338,17.676,2.51,130.36,1.38372
63,2101.67,1,0.15296921133995056,0.06852321326732635,0.29821,0.004876355174928904,-2.274,17.644,2.515,130.539,1.38219
64,2135.0,1,0.15143653750419617,0.06709567457437515,0.29893,0.005264487117528915,-2.241,17.721,2.503,130.319,1.38335
65,2168.33,1,0.1505843698978424,0.06647925823926926,0.29882,0.005061104893684387,-2.16,17.815,2.54,130.533,1.38159
66,2201.67,1,0.14730139076709747,0.06307701766490936,0.29955,0.005255888681858778,-2.069,17.9,2.566,130.344,1.38227
67,2235.0,1,0.14373834431171417,0.06123104691505432,0.30018,0.005279689095914364,-2.055,17.902,2.533,130.597,1.38037
68,2268.33,1,0.14247280359268188,0.06036441773176193,0.30134,0.0053067454136908054,-2.012,17.949,2.546,130.455,1.38118
69,2301.67,1,0.14282669126987457,0.060149185359478,0.30293,0.004905147477984428,-1.918,17.878,2.523,130.743,1.3791
70,2335.0,1,0.14090867340564728,0.059248488396406174,0.30315,0.0047384039498865604,-1.915,17.903,2.489,130.648,1.37957
71,2368.33,1,0.14127804338932037,0.058500807732343674,0.30477,0.004552723374217749,-1.907,17.892,2.436,130.919,1.37807
72,2401.67,1,0.13280940055847168,0.05503450334072113,0.30711,0.004406484309583902,-1.852,17.978,2.338,130.797,1.37879
73,2436.67,1,0.1322961002588272,0.05337488278746605,0.31059,0.00443996163085103,-1.828,18.023,2.314,131.052,1.37683
74,2470.0,1,0.12670841813087463,0.04957247152924538,0.31349,0.004494160413742065,-1.82,18.054,2.202,130.954,1.37736
75,2503.33,1,0.132261723279953,0.047930262982845306,0.31411,0.004199381452053785,-1.779,18.227,2.155,131.146,1.37606
76,2536.67,1,0.13005642592906952,0.044770050793886185,0.31787,0.003991303965449333,-1.752,18.263,2.047,130.997,1.37688
77,2570.0,1,0.1321914792060852,0.04393673688173294,0.31801,0.003606674261391163,-1.76,18.468,1.901,131.16,1.37517
78,2603.33,1,0.13301391899585724,0.04369761794805527,0.3183,0.0035809457767754793,-1.75,18.581,1.766,131.016,1.37551
79,2636.67,1,0.13708849251270294,0.04302971065044403,0.31746,0.0035791730042546988,-1.819,18.804,1.548,131.167,1.37388
80,2670.0,1,0.13738352060317993,0.042866289615631104,0.31657,0.0031160556245595217,-1.871,18.998,1.378,130.988,1.37459
81,2703.33,1,0.1390843689441681,0.04074849933385849,0.31815,0.0030691688880324364,-1.984,19.2,1.212,131.125,1.37274
82,2736.67,1,0.13867540657520294,0.039459630846977234,0.31959,0.002841904293745756,-1.997,19.258,1.1,130.895,1.37315
83,2770.0,1,0.14071783423423767,0.03936911001801491,0.32,0.002956297481432557,-2.041,19.392,1.013,131.126,1.37201
84,2803.33,1,0.138541117310524,0.03898809477686882,0.32042,0.0029130131006240845,-2.139,19.474,0.933,130.967,1.37303
85,2836.67,1,0.13937601447105408,0.03907952830195427,0.32037,0.003005190286785364,-2.233,19.476,0.854,131.246,1.37154
86,2870.0,1,0.13974328339099884,0.03953563794493675,0.32047,0.0031671137548983097,-2.328,19.528,0.797,131.163,1.37228
87,2903.33,1,0.13821271061897278,0.04035913944244385,0.32109,0.0032093024346977472,-2.54,19.546,0.641,131.477,1.37075
88,2936.67,1,0.14885234832763672,0.055534444749355316,0.31756,0.003280330216512084,-2.895,19.469,0.479,131.27,1.37129
89,2970.0,1,0.23889939486980438,0.18032777309417725,0.27195,0.0042012701742351055,-4.1,19.243,-0.001,131.331,1.37082
90,3003.33,1,0.32472267746925354,0.3092215955257416,0.24015,0.005732697434723377,-5.281,18.867,-0.431,131.441,1.36995
91,3036.67,1,0.29800689220428467,0.29103609919548035,0.24786,0.006739367265254259,-5.968,18.702,-0.731,131.752,1.36827
92,3070.0,1,0.27352282404899597,0.2751845419406891,0.25445,0.007550197187811136,-5.922,18.532,-0.824,131.675,1.36891
93,3103.33,1,0.24010486900806427,0.17162802815437317,0.27786,0.007966083474457264,-5.596,18.645,-0.851,131.943,1.36797
94,3136.67,1,0.1907011717557907,0.08982683718204498,0.30228,0.007446567993611097,-5.303,18.845,-0.825,131.846,1.3691
95,3170.0,1,0.15906983613967896,0.062119122594594955,0.31387,0.006821486167609692,-4.626,19.159,-0.568,132.259,1.36774
96,3203.33,1,0.14345012605190277,0.04706059396266937,0.32002,0.007458603475242853,-4.374,19.19,-0.428,132.238,1.36917
97,3236.67,1,0.13680340349674225,0.03859247639775276,0.3253,0.007846885360777378,-4.348,19.34,-0.303,132.562,1.36797
98,3270.0,1,0.12933245301246643,0.03420634940266609,0.32666,0.007750336080789566,-4.35,19.416,-0.243,132.472,1.36915
99,3303.33,1,0.12755087018013,0.03302593156695366,0.32731,0.007222854532301426,-4.34,19.392,-0.221,132.698,1.36796
100,3336.67,1,0.12824489176273346,0.034691598266363144,0.32625,0.006941040512174368,-4.368,19.33,-0.232,132.54,1.36881
101,3370.0,1,0.12868382036685944,0.03478801250457764,0.32573,0.007120214868336916,-4.463,19.319,-0.253,132.297,1.36797
102,3403.33,1,0.13454613089561462,0.037429794669151306,0.32251,0.007293669041246176,-4.505,19.309,-0.237,131.913,1.36873
103,3436.67,1,0.2218630462884903,0.2686215937137604,0.26024,0.008880836889147758,-4.711,19.219,-0.15,131.841,1.36782
104,3470.0,1,0.34354764223098755,0.42430418729782104,0.20569,0.010341056622564793,-5.611,19.336,-0.238,131.435,1.3688
105,3503.33,1,0.36725053191185,0.37843310832977295,0.2054,0.010679097846150398,-5.825,19.15,-0.191,131.703,1.36787
106,3536.67,1,0.29601922631263733,0.2987012565135956,0.23627,0.01014049630612135,-6.225,18.932,-0.225,131.579,1.36913
107,3570.0,1,0.1996566355228424,0.15874338150024414,0.28093,0.010679914616048336,-6.815,18.84,-0.361,131.862,1.36739
108,3603.33,1,0.16751182079315186,0.09882421791553497,0.29809,0.011374029330909252,-7.194,18.741,-0.373,131.718,1.36834
109,3636.67,1,0.14396297931671143,0.07251182198524475,0.31314,0.008988809771835804,-7.63,18.909,-0.358,131.957,1.36701
110,3670.0,1,0.1270158588886261,0.05487043783068657,0.32197,0.008326052688062191,-7.873,19.032,-0.345,131.771,1.36822
111,3703.33,1,0.1257685422897339,0.05161597207188606,0.32107,0.00829294789582491,-8.015,19.098,-0.273,132.071,1.36759
