frame_idx,t_ms,face,eye_blink_l,eye_blink_r,ear,jaw_open,pitch,yaw,roll,bright_mean,warmth
0,0.0,1,0.06344330310821533,0.07411211729049683,0.3076,0.0007103945245034993,-5.165,0.266,2.695,95.736,1.32789
1,33.33,1,0.08984321355819702,0.0942608192563057,0.29976,0.0006975361029617488,-4.584,0.188,2.344,95.604,1.33302
2,66.67,1,0.10854676365852356,0.10535289347171783,0.29361,0.000672074849717319,-4.405,0.276,1.999,94.222,1.3452
3,100.0,1,0.1211443766951561,0.11084798723459244,0.28956,0.0007049586274661124,-4.435,0.476,1.872,94.415,1.36838
4,133.33,1,0.1277828812599182,0.11769776791334152,0.28823,0.0007138599758036435,-4.558,0.713,1.892,101.62,1.37416
5,166.67,1,0.13178278505802155,0.12969140708446503,0.28566,0.0007210327894426882,-4.789,0.973,1.95,102.058,1.3435
6,200.0,1,0.131449356675148,0.13190583884716034,0.2858,0.0007492821896448731,-5.077,1.278,2.01,99.569,1.32232
7,233.33,1,0.1387311965227127,0.1335431933403015,0.28455,0.000699355558026582,-5.47,1.612,2.072,97.885,1.32245
8,266.67,1,0.14569008350372314,0.1373245120048523,0.28366,0.0006327686714939773,-6.031,2.08,2.109,98.107,1.32165
9,300.0,1,0.15920127928256989,0.15537436306476593,0.27918,0.0006994671421125531,-6.793,2.457,2.077,98.316,1.3187
10,333.33,1,0.20784693956375122,0.23181508481502533,0.25936,0.0008206198690459132,-7.322,2.731,1.998,98.487,1.31622
11,366.67,1,0.2088596671819687,0.2539195120334625,0.2587,0.0008134046220220625,-7.747,2.914,1.968,98.701,1.31248
12,400.0,1,0.19152605533599854,0.23217540979385376,0.26781,0.0007305192993953824,-7.941,3.055,2.008,98.88,1.30814
13,433.33,1,0.19282396137714386,0.2401048243045807,0.2688,0.000673966424074024,-8.36,3.143,1.967,98.957,1.30466
14,466.67,1,0.19046509265899658,0.23664197325706482,0.27284,0.0005932644126005471,-8.514,3.202,1.88,98.813,1.30358
15,500.0,1,0.18842145800590515,0.22343763709068298,0.2758,0.0005302507779560983,-8.835,3.256,1.86,98.684,1.30299
16,533.33,1,0.19960276782512665,0.22906187176704407,0.27433,0.0004913601442240179,-9.057,3.321,2.024,98.512,1.30363
