frame_idx,t_ms,face,eye_blink_l,eye_blink_r,ear,jaw_open,pitch,yaw,roll,bright_mean,warmth
0,0.0,1,0.11331469565629959,0.06772681325674057,0.31578,0.013224390335381031,1.34,3.449,1.999,178.749,0.94199
1,33.0,1,0.11200094223022461,0.06977494060993195,0.31594,0.013837609440088272,1.328,3.485,1.932,179.135,0.94185
2,66.0,1,0.11661913990974426,0.07247292250394821,0.31567,0.01261862087994814,1.38,3.461,1.949,179.052,0.94053
3,100.0,1,0.12111786007881165,0.07673829048871994,0.31442,0.009913759306073189,1.418,3.402,1.946,178.612,0.93842
4,133.0,1,0.1227148026227951,0.07994281500577927,0.31543,0.008676338940858841,1.397,3.315,1.989,177.979,0.93498
5,166.0,1,0.12797385454177856,0.08441061526536942,0.31434,0.007452075835317373,1.374,3.209,2.017,177.574,0.93403
6,200.0,1,0.12498972564935684,0.08495592325925827,0.31552,0.0068297553807497025,1.289,3.123,2.046,177.384,0.93268
7,233.0,1,0.12516073882579803,0.08576564490795135,0.3162,0.006342013366520405,1.256,3.048,2.067,177.4,0.9315
8,266.0,1,0.1254708170890808,0.08599908649921417,0.31625,0.006085933651775122,1.224,3.006,2.075,177.664,0.93055
9,300.0,1,0.12496878951787949,0.08632126450538635,0.31612,0.006240158807486296,1.184,2.946,2.073,177.96,0.92921
10,333.0,1,0.12570974230766296,0.08654625713825226,0.31596,0.006312118377536535,1.229,2.891,2.072,178.557,0.93195
11,366.0,1,0.12435901165008545,0.08523406088352203,0.31678,0.00713978661224246,1.154,2.836,2.068,179.27,0.93783
12,400.0,1,0.12094831466674805,0.08213334530591965,0.31866,0.0070700449869036674,0.891,2.797,2.05,181.294,0.9479
13,433.0,1,0.11737824231386185,0.07816410809755325,0.32116,0.007423723582178354,0.798,2.802,2.071,184.189,0.96422
14,466.0,1,0.11070965230464935,0.07151127606630325,0.32433,0.008786401711404324,0.763,2.753,2.065,188.726,0.98518
15,500.0,1,0.09488815814256668,0.05905652791261673,0.32125,0.015520986169576645,1.272,2.759,2.025,194.781,1.00666
16,533.0,1,0.06999030709266663,0.056005459278821945,0.32553,0.00801938772201538,1.69,2.791,1.754,195.695,1.02393
17,566.0,1,0.07060911506414413,0.05214163661003113,0.32466,0.007103487383574247,2.403,1.115,1.773,185.656,1.01263
18,600.0,1,0.09223920851945877,0.06344055384397507,0.31995,0.007546435575932264,0.615,1.974,1.925,172.591,0.99736
19,633.0,1,0.10016514360904694,0.0645499899983406,0.32144,0.0065815141424536705,0.541,1.975,1.948,164.753,0.96841
20,666.0,1,0.10317377746105194,0.06583655625581741,0.3228,0.006210478954017162,0.414,2.088,2.007,164.161,0.94612
21,700.0,1,0.10484200716018677,0.0661412850022316,0.3236,0.006570266094058752,0.27,2.197,2.095,168.366,0.93767
22,733.0,1,0.10350347310304642,0.06695293635129929,0.32375,0.0063916477374732494,0.186,2.305,2.171,169.771,0.93317
23,766.0,1,0.10317665338516235,0.06698150932788849,0.32415,0.00650835083797574,0.17,2.343,2.189,170.651,0.93276
24,800.0,1,0.10142293572425842,0.06497231125831604,0.32502,0.007027017418295145,0.181,2.382,2.187,170.863,0.93611
25,833.0,1,0.10205627977848053,0.06563706696033478,0.32432,0.007191543933004141,0.217,2.426,2.185,170.979,0.93772
26,866.0,1,0.10315272957086563,0.06650417298078537,0.32413,0.007796174846589565,0.239,2.489,2.182,171.179,0.93802
27,900.0,1,0.10371138155460358,0.06715651601552963,0.3244,0.00800868310034275,0.287,2.514,2.179,171.286,0.93852
28,933.0,1,0.1045428141951561,0.06688787788152695,0.32447,0.007821481674909592,0.291,2.538,2.181,170.729,0.9382
29,966.0,1,0.10784082859754562,0.06765527278184891,0.32319,0.008015739731490612,0.31,2.539,2.217,170.27,0.93936
30,1000.0,1,0.10774604976177216,0.06878020614385605,0.32166,0.007396542001515627,0.327,2.567,2.225,169.314,0.94109
31,1033.0,1,0.1062646210193634,0.06946961581707001,0.32098,0.007238197140395641,0.323,2.592,2.223,169.283,0.94161
32,1066.0,1,0.10246871411800385,0.0657406821846962,0.32385,0.007567000575363636,0.252,2.626,2.241,169.651,0.94258
33,1100.0,1,0.06943269073963165,0.040677737444639206,0.3537,0.01173062901943922,-0.242,2.565,2.185,170.242,0.94374
