frame_idx,t_ms,face,eye_blink_l,eye_blink_r,ear,jaw_open,pitch,yaw,roll,bright_mean,warmth
0,0,1,0.27835485339164734,0.2377905547618866,0.23323,0.0006419389974325895,-3.443,-5.767,-1.906,152.213,1.06518
1,48,1,0.29839059710502625,0.24855926632881165,0.23032,0.0006066481582820415,-3.516,-5.717,-1.926,152.357,1.06518
2,97,1,0.3059067726135254,0.2584277093410492,0.22959,0.000593141361605376,-3.673,-5.645,-1.886,152.437,1.06536
3,145,1,0.30778318643569946,0.27479296922683716,0.22858,0.0005649073282256722,-3.737,-5.611,-1.87,151.995,1.06548
4,193,1,0.31289708614349365,0.27962902188301086,0.22739,0.000554006895981729,-3.78,-5.619,-1.84,151.874,1.06539
5,242,1,0.31584614515304565,0.2919614613056183,0.22519,0.000523629947565496,-3.78,-5.627,-1.801,152.098,1.06539
6,290,1,0.32242316007614136,0.2998293936252594,0.22402,0.0005154396640136838,-3.778,-5.628,-1.785,152.168,1.06507
7,338,1,0.32225510478019714,0.3040345013141632,0.22478,0.0005616342532448471,-3.76,-5.626,-1.8,152.319,1.06443
8,387,1,0.32310351729393005,0.30855876207351685,0.22391,0.0005807029665447772,-3.723,-5.645,-1.761,152.297,1.06431
9,435,1,0.3252410590648651,0.3102244436740875,0.22332,0.0006128834211267531,-3.722,-5.651,-1.723,152.351,1.06427
10,483,1,0.32196372747421265,0.30719104409217834,0.22469,0.0005938575486652553,-3.707,-5.656,-1.711,152.566,1.06456
11,532,1,0.3165750503540039,0.30525925755500793,0.22632,0.0005916740046814084,-3.708,-5.665,-1.701,152.685,1.0646
12,580,1,0.3144747316837311,0.30525320768356323,0.22688,0.0005773763987235725,-3.695,-5.653,-1.714,152.772,1.06438
13,628,1,0.31380805373191833,0.30250734090805054,0.22663,0.0005700206384062767,-3.713,-5.662,-1.708,152.757,1.06519
14,677,1,0.31412273645401,0.3056376576423645,0.22609,0.0005475020152516663,-3.712,-5.671,-1.693,152.793,1.06545
15,725,1,0.31900107860565186,0.3070388734340668,0.22564,0.0005388092831708491,-3.729,-5.674,-1.69,152.864,1.06432
16,773,1,0.31981614232063293,0.3042259216308594,0.22584,0.0005230281385593116,-3.755,-5.679,-1.664,152.862,1.06405
17,822,1,0.32365062832832336,0.3074069023132324,0.22393,0.0005216910503804684,-3.761,-5.683,-1.64,152.858,1.06202
18,870,1,0.3260861337184906,0.30654728412628174,0.22302,0.0005235972348600626,-3.729,-5.683,-1.641,152.854,1.06181
19,918,1,0.32577255368232727,0.30490419268608093,0.22323,0.0005146698094904423,-3.667,-5.694,-1.642,152.722,1.06392
20,967,1,0.3223147690296173,0.30451422929763794,0.22454,0.0004961693775840104,-3.658,-5.687,-1.643,152.8,1.06417
21,1015,1,0.32397204637527466,0.30416011810302734,0.22427,0.0004928320995531976,-3.649,-5.673,-1.651,152.843,1.06412
22,1063,1,0.3265363872051239,0.3028069734573364,0.22382,0.000485432508867234,-3.639,-5.691,-1.648,152.974,1.06359
23,1112,1,0.32894763350486755,0.30356496572494507,0.22334,0.00047817922313697636,-3.623,-5.709,-1.654,153.018,1.06366
24,1160,1,0.3283773362636566,0.3037441074848175,0.22339,0.0004739042487926781,-3.62,-5.712,-1.651,152.953,1.06313
25,1208,1,0.32880282402038574,0.30441200733184814,0.22323,0.00047301847371272743,-3.643,-5.719,-1.643,152.943,1.06326
26,1257,1,0.3303599953651428,0.30548954010009766,0.22355,0.00046566204400733113,-3.715,-5.687,-1.658,152.798,1.06466
27,1305,1,0.3305263817310333,0.3070743978023529,0.22366,0.0004614558129105717,-3.682,-5.665,-1.682,152.705,1.06436
28,1354,1,0.3303546905517578,0.3093987703323364,0.22295,0.00045310211135074496,-3.679,-5.668,-1.714,152.719,1.06434
29,1402,1,0.3316996097564697,0.3093815743923187,0.22312,0.0004566666320897639,-3.678,-5.66,-1.727,152.947,1.06309
30,1450,1,0.3319542407989502,0.3086181879043579,0.22341,0.000457638205261901,-3.713,-5.621,-1.722,153.07,1.06347
31,1499,1,0.3317856788635254,0.31073594093322754,0.22443,0.00046716901124455035,-3.766,-5.591,-1.721,153.078,1.06379
32,1547,1,0.3289182484149933,0.31916186213493347,0.22613,0.0005007106810808182,-3.783,-5.594,-1.667,153.19,1.06495
33,1595,1,0.32647600769996643,0.3166057765483856,0.22593,0.0004894201993010938,-3.796,-5.582,-1.628,153.262,1.06497
34,1644,1,0.3245348334312439,0.31329697370529175,0.22581,0.0004617948434315622,-3.793,-5.601,-1.607,153.28,1.06528
35,1692,1,0.3254736363887787,0.31709057092666626,0.22449,0.0004639208782464266,-3.827,-5.612,-1.595,153.253,1.06532
36,1740,1,0.32835420966148376,0.31775933504104614,0.22362,0.000466234574560076,-3.838,-5.615,-1.602,153.138,1.06545
37,1789,1,0.3330070674419403,0.3192119002342224,0.2223,0.0004654302028939128,-3.833,-5.617,-1.606,153.079,1.0656
38,1837,1,0.3289153277873993,0.3140552341938019,0.22281,0.0004706291947513819,-3.812,-5.6,-1.617,153.185,1.065
39,1885,1,0.33040907979011536,0.31434598565101624,0.22269,0.0004694747622124851,-3.844,-5.6,-1.608,153.087,1.06574
40,1934,1,0.3300802707672119,0.31308501958847046,0.22215,0.0004729393986053765,-3.855,-5.598,-1.604,153.055,1.06535
41,1982,1,0.32763156294822693,0.314348965883255,0.22213,0.00046892621321603656,-3.892,-5.605,-1.607,153.058,1.06518
42,2030,1,0.32390570640563965,0.31699883937835693,0.22374,0.0004711678484454751,-3.908,-5.618,-1.598,153.041,1.06549
43,2079,1,0.3107563555240631,0.31536155939102173,0.22907,0.00047515405458398163,-3.89,-5.617,-1.576,153.124,1.06507
44,2127,1,0.29332393407821655,0.30815184116363525,0.2346,0.0004775077977683395,-3.879,-5.612,-1.545,153.12,1.06504
45,2175,1,0.2780522108078003,0.2960546314716339,0.23996,0.0004692946677096188,-3.856,-5.613,-1.519,153.009,1.06512
46,2224,1,0.27379870414733887,0.2947413921356201,0.24187,0.00046684182598255575,-3.843,-5.599,-1.495,153.203,1.06559
47,2272,1,0.27431273460388184,0.2929631471633911,0.2423,0.00047937058843672276,-3.851,-5.586,-1.475,153.256,1.06585
48,2320,1,0.27432188391685486,0.2916437089443207,0.24243,0.0004996053176000714,-3.83,-5.564,-1.474,153.082,1.06519
49,2369,1,0.2755720019340515,0.29118871688842773,0.24308,0.000515031220857054,-3.852,-5.58,-1.459,153.053,1.06544
50,2417,1,0.27555733919143677,0.28979015350341797,0.24382,0.0005320797208696604,-3.84,-5.578,-1.445,153.275,1.06502
51,2465,1,0.2705933749675751,0.2774573862552643,0.24387,0.0005585352773778141,-3.824,-5.574,-1.439,153.364,1.065
52,2514,1,0.2767796814441681,0.26979416608810425,0.24088,0.00058262754464522,-3.867,-5.57,-1.455,153.413,1.0645
53,2562,1,0.2740445137023926,0.2660295069217682,0.24128,0.0005670373211614788,-3.917,-5.568,-1.422,153.466,1.0646
54,2610,1,0.2717735171318054,0.265724778175354,0.24039,0.0005531117785722017,-3.911,-5.568,-1.425,153.5,1.06479
55,2659,1,0.273909330368042,0.2673683762550354,0.23876,0.0005481698317453265,-3.949,-5.57,-1.416,153.786,1.06372
56,2707,1,0.27603963017463684,0.26610440015792847,0.23965,0.0005600327276624739,-3.993,-5.571,-1.397,153.926,1.0636
57,2755,1,0.2761388123035431,0.261743426322937,0.23812,0.0005273308488540351,-4.035,-5.575,-1.42,153.608,1.06399
58,2804,1,0.2760810852050781,0.2624458372592926,0.23832,0.0005257186130620539,-4.095,-5.573,-1.384,153.759,1.06317
59,2852,1,0.27348968386650085,0.2488585114479065,0.23957,0.00047664358862675726,-4.065,-5.571,-1.383,153.927,1.06297
60,2900,1,0.26209506392478943,0.2202141135931015,0.25108,0.0005620961310341954,-4.042,-5.476,-1.573,153.983,1.06342
61,2949,1,0.2805320918560028,0.24688050150871277,0.24324,0.0005663300398737192,-4.094,-5.371,-1.54,154.147,1.06317
62,2997,1,0.2844446301460266,0.2539951801300049,0.24064,0.0005539500853046775,-4.183,-5.326,-1.43,153.96,1.06304
63,3045,1,0.28976085782051086,0.2674627900123596,0.23849,0.0005019888048991561,-4.237,-5.354,-1.316,154.314,1.06193
64,3094,1,0.2893168330192566,0.26956287026405334,0.23762,0.0004905716050416231,-4.265,-5.396,-1.235,154.444,1.06189
65,3142,1,0.2848070561885834,0.27711787819862366,0.23735,0.0004453287983778864,-4.273,-5.386,-1.183,154.316,1.06199
66,3190,1,0.28779828548431396,0.27241864800453186,0.23758,0.00044189044274389744,-4.347,-5.38,-1.174,154.305,1.06191
67,3239,1,0.2867865264415741,0.27365216612815857,0.23769,0.00044002284994348884,-4.335,-5.366,-1.199,154.49,1.06184
68,3287,1,0.29023921489715576,0.27389833331108093,0.23752,0.00044479078496806324,-4.383,-5.349,-1.205,154.596,1.06152
69,3335,1,0.28896450996398926,0.27275705337524414,0.23632,0.0004540422814898193,-4.395,-5.332,-1.216,154.473,1.06316
70,3384,1,0.28560227155685425,0.272593230009079,0.23693,0.0004538930079434067,-4.394,-5.304,-1.209,154.459,1.06232
71,3432,1,0.2851853370666504,0.2734132409095764,0.23705,0.0004589548916555941,-4.387,-5.31,-1.196,154.455,1.06196
