frame_idx,t_ms,face,eye_blink_l,eye_blink_r,ear,jaw_open,pitch,yaw,roll,bright_mean,warmth
0,0.0,1,0.11801265925168991,0.039458997547626495,0.28451,0.04799996688961983,-7.581,-4.0,-0.262,106.633,1.22574
1,40.03,1,0.1291433423757553,0.05019145831465721,0.27953,0.035263411700725555,-7.341,-4.042,-0.265,106.635,1.22573
2,80.06,1,0.13202744722366333,0.05199095606803894,0.2761,0.028231646865606308,-7.555,-4.218,-0.127,103.675,1.20989
3,120.09,1,0.13409323990345,0.05827069282531738,0.27428,0.024441663175821304,-7.839,-4.48,-0.069,102.393,1.18181
4,160.12,1,0.1637721061706543,0.06356938183307648,0.26608,0.022258494049310684,-8.054,-4.596,-0.263,101.789,1.17143
5,200.14,1,0.4722607433795929,0.3663156032562256,0.15464,0.05087650939822197,-8.498,-5.048,-0.124,101.766,1.16403
6,240.17,1,0.7028449773788452,0.6096311807632446,0.05357,0.06493481993675232,-9.197,-5.454,-0.153,102.634,1.14856
7,280.2,1,0.6957626342773438,0.6295135021209717,0.04329,0.07667616754770279,-9.514,-5.629,-0.193,102.401,1.15385
8,320.23,1,0.5392328500747681,0.5247387886047363,0.10292,0.07077912986278534,-9.419,-5.629,-0.513,102.376,1.15596
9,360.26,1,0.3319701552391052,0.15314215421676636,0.2067,0.029167475178837776,-9.35,-5.682,-0.776,103.184,1.1577
10,400.29,1,0.17938262224197388,0.038668908178806305,0.26541,0.02265995182096958,-9.294,-5.685,-1.041,102.151,1.16839
11,440.32,1,0.10854224860668182,0.02273321896791458,0.29208,0.025307022035121918,-9.342,-5.556,-1.206,102.335,1.16579
12,480.35,1,0.09684217721223831,0.02466021105647087,0.29727,0.02227802947163582,-9.354,-5.382,-1.414,101.112,1.1874
13,520.37,1,0.07639333605766296,0.022389598190784454,0.30399,0.02186398021876812,-9.713,-5.294,-1.288,100.839,1.16138
14,560.4,1,0.06635894626379013,0.016885068267583847,0.31286,0.013431641273200512,-9.91,-5.365,-1.185,101.257,1.14782
15,600.43,1,0.07849285006523132,0.018905872479081154,0.30656,0.010301988571882248,-10.217,-5.589,-1.237,101.236,1.14319
16,640.46,1,0.08630591630935669,0.02126351371407509,0.30239,0.01098927017301321,-10.262,-5.717,-1.387,100.178,1.14323
17,680.49,1,0.097136951982975,0.025732463225722313,0.29961,0.011253492906689644,-10.307,-5.796,-1.428,101.049,1.13927
18,720.52,1,0.10478708148002625,0.030617985874414444,0.29481,0.010432329028844833,-10.381,-5.83,-1.603,100.77,1.13821
19,760.55,1,0.11383695155382156,0.032607194036245346,0.29293,0.009734105318784714,-10.371,-5.839,-1.601,100.281,1.14121
20,800.58,1,0.1107485219836235,0.03359250724315643,0.29267,0.00951842125505209,-10.406,-5.828,-1.604,100.859,1.14094
21,840.61,1,0.11379927396774292,0.03252910077571869,0.29231,0.009704814292490482,-10.435,-5.664,-1.573,100.677,1.14302
22,880.63,1,0.16095739603042603,0.04843543469905853,0.27621,0.008744355291128159,-10.937,-5.311,-1.465,100.747,1.14257
23,920.66,1,0.16997206211090088,0.04908645525574684,0.27632,0.00801465567201376,-10.914,-4.741,-1.566,101.693,1.13995
24,960.69,1,0.1728285849094391,0.05584007129073143,0.2744,0.008170947432518005,-10.941,-4.083,-1.618,101.263,1.14404
25,1000.72,1,0.17866523563861847,0.06462918967008591,0.2712,0.007935794070363045,-11.209,-3.729,-1.745,101.852,1.14214
26,1040.75,1,0.17981263995170593,0.07473805546760559,0.26525,0.008040649816393852,-11.399,-3.486,-1.768,102.437,1.14533
27,1080.78,1,0.18222106993198395,0.0707663968205452,0.26647,0.0078711723908782,-11.638,-3.28,-1.705,101.764,1.14946
28,1120.81,1,0.1884622424840927,0.08436702936887741,0.26204,0.008494114503264427,-11.581,-3.19,-1.688,102.623,1.1436
29,1160.84,1,0.1734369993209839,0.07830805331468582,0.26344,0.009798540733754635,-11.606,-3.131,-1.548,102.99,1.14434
30,1200.87,1,0.19205643236637115,0.0902404710650444,0.25677,0.00945463590323925,-11.559,-3.032,-1.153,102.095,1.14821
31,1240.89,1,0.1739053875207901,0.07511159777641296,0.26384,0.009389889426529408,-11.433,-3.174,-0.844,102.647,1.14104
32,1280.92,1,0.16182531416416168,0.06369060277938843,0.26555,0.00901626143604517,-11.162,-3.352,-0.595,102.543,1.14075
33,1320.95,1,0.16939905285835266,0.07076874375343323,0.26261,0.009200884960591793,-10.808,-3.467,-0.517,101.925,1.14639
34,1360.98,1,0.1737091839313507,0.08440978080034256,0.26159,0.008198682218790054,-10.637,-3.467,-0.364,102.78,1.14208
35,1401.01,1,0.1625450849533081,0.0845196321606636,0.26261,0.010526573285460472,-9.294,-3.622,-0.486,102.269,1.1476
36,1441.04,1,0.16811804473400116,0.07772208750247955,0.26046,0.01256218645721674,-8.143,-3.718,-0.632,102.107,1.1465
37,1481.07,1,0.1470499485731125,0.059855639934539795,0.26977,0.016756216064095497,-7.296,-3.793,-0.911,102.859,1.14616
38,1521.1,1,0.13734234869480133,0.05980454757809639,0.27125,0.015641389414668083,-6.421,-3.8,-1.065,102.106,1.15247
39,1561.12,1,0.2045269012451172,0.1508702039718628,0.23542,0.022940007969737053,-5.947,-4.12,-1.357,102.604,1.14932
40,1601.15,1,0.505743682384491,0.5707487463951111,0.09904,0.0383685901761055,-5.762,-4.386,-0.992,102.929,1.15589
41,1641.18,1,0.6413743495941162,0.64986252784729,0.05177,0.03491552546620369,-5.778,-4.75,-0.985,101.935,1.1645
42,1681.21,1,0.49257105588912964,0.5457041263580322,0.10134,0.043873343616724014,-5.053,-4.797,-0.86,102.422,1.1643
43,1721.24,1,0.3735050857067108,0.380633145570755,0.1644,0.0334290973842144,-4.692,-4.987,-1.102,102.656,1.16771
44,1761.27,1,0.2094573676586151,0.1730298399925232,0.2301,0.02344505861401558,-4.228,-4.939,-0.999,102.14,1.17168
45,1801.3,1,0.128766730427742,0.08679357916116714,0.2763,0.023837324231863022,-3.75,-5.199,-1.125,103.377,1.16543
46,1841.33,1,0.10015290975570679,0.058771565556526184,0.28827,0.02328481711447239,-3.471,-5.514,-0.978,103.678,1.16649
47,1881.36,1,0.0832863301038742,0.0391332283616066,0.29698,0.02618889883160591,-3.037,-6.062,-0.874,103.824,1.1712
48,1921.38,1,0.10866954922676086,0.04897211492061615,0.28737,0.028599131852388382,-3.26,-6.47,-0.565,105.247,1.17033
49,1961.41,1,0.11538738012313843,0.034722618758678436,0.28809,0.024326469749212265,-3.998,-6.962,-0.209,105.042,1.17815
50,2001.44,1,0.12787285447120667,0.03997976705431938,0.28827,0.023015527054667473,-4.312,-7.062,-0.028,104.454,1.17817
51,2041.47,1,0.14513367414474487,0.06139761954545975,0.27667,0.022656578570604324,-4.224,-7.177,-0.107,105.046,1.16871
52,2081.5,1,0.16227386891841888,0.0862649455666542,0.2619,0.025851555168628693,-4.252,-7.301,-0.159,103.783,1.17537
53,2121.53,1,0.1668091118335724,0.10036040842533112,0.25882,0.02693113498389721,-4.176,-7.378,-0.226,103.206,1.16433
54,2161.56,1,0.15919192135334015,0.09063152968883514,0.26402,0.026055803522467613,-4.255,-7.429,-0.253,103.217,1.15857
55,2201.59,1,0.15594181418418884,0.09321169555187225,0.26466,0.0266363937407732,-4.274,-7.481,-0.278,102.316,1.16009
56,2241.61,1,0.16393116116523743,0.1115318015217781,0.25955,0.026601353660225868,-4.395,-7.688,-0.25,102.903,1.15102
57,2281.64,1,0.1677124798297882,0.09233085811138153,0.26209,0.027799181640148163,-4.532,-7.94,-0.579,103.429,1.15241
58,2321.67,1,0.07678795605897903,0.025116605684161186,0.3125,0.02297939360141754,-4.549,-8.017,-0.847,102.773,1.15935
59,2361.7,1,0.052772872149944305,0.017313281074166298,0.32653,0.020097127184271812,-4.935,-8.144,-0.885,103.836,1.15456
60,2401.73,1,0.05288971588015556,0.013028937391936779,0.32451,0.02379472926259041,-5.425,-8.429,-1.124,103.638,1.15391
61,2441.76,1,0.0718233734369278,0.016026530414819717,0.31498,0.024624506011605263,-5.489,-8.759,-1.36,102.99,1.15643
62,2481.79,1,0.06906836479902267,0.014821778051555157,0.31766,0.01931045390665531,-5.637,-8.812,-1.388,103.561,1.15058
63,2521.82,1,0.06398655474185944,0.01267183292657137,0.32,0.017830558121204376,-5.961,-8.83,-1.298,103.482,1.15106
64,2561.85,1,0.06194087862968445,0.011313914321362972,0.31989,0.019566019997000694,-6.379,-8.739,-1.125,102.613,1.15122
65,2601.87,1,0.05621618032455444,0.010386393405497074,0.3217,0.01846824772655964,-6.579,-8.841,-1.016,103.373,1.14548
66,2641.9,1,0.06655995547771454,0.011902734637260437,0.31793,0.015502453781664371,-6.49,-8.853,-0.908,102.529,1.1519
67,2681.93,1,0.07575155049562454,0.012443283572793007,0.31562,0.015785954892635345,-6.362,-9.002,-0.834,102.675,1.14519
68,2721.96,1,0.07646326720714569,0.013633512891829014,0.31402,0.017484333366155624,-6.423,-9.092,-0.718,103.063,1.14512
69,2761.99,1,0.07406067103147507,0.014192907139658928,0.3143,0.018278030678629875,-6.557,-9.209,-0.733,102.241,1.15259
70,2802.02,1,0.07129786908626556,0.013999518007040024,0.31792,0.015878232195973396,-6.858,-9.188,-0.616,102.864,1.14577
71,2842.05,1,0.07081689685583115,0.014216061681509018,0.31967,0.01600021682679653,-7.063,-9.236,-0.476,103.05,1.14561
72,2882.08,1,0.06576786935329437,0.01415242813527584,0.32488,0.016074689105153084,-7.137,-9.25,-0.374,102.005,1.15533
73,2922.11,1,0.06794766336679459,0.012358457781374454,0.32553,0.015196654014289379,-7.397,-9.46,-0.299,103.044,1.15151
74,2962.13,1,0.07837416976690292,0.020824884995818138,0.31617,0.017659511417150497,-7.57,-9.735,-0.34,102.809,1.15928
75,3002.16,1,0.08644028753042221,0.02119152806699276,0.31188,0.019527796655893326,-7.743,-9.943,-0.334,102.161,1.15764
76,3042.19,1,0.09630219638347626,0.02664000354707241,0.30648,0.020345665514469147,-8.164,-10.481,-0.158,102.807,1.15574
77,3082.22,1,0.09706424921751022,0.02769407071173191,0.30641,0.020288586616516113,-8.444,-10.906,-0.089,102.522,1.15842
78,3122.25,1,0.09950035065412521,0.03667528182268143,0.30089,0.018297018483281136,-8.56,-11.028,0.098,102.189,1.16154
79,3162.28,1,0.10621389746665955,0.038752760738134384,0.30035,0.018642738461494446,-8.639,-11.279,0.27,102.919,1.15643
80,3202.31,1,0.10656245052814484,0.03383830562233925,0.30167,0.019199099391698837,-8.787,-11.468,0.359,102.107,1.16251
81,3242.34,1,0.11015845090150833,0.035183101892471313,0.29858,0.01998770982027054,-8.864,-11.675,0.387,102.335,1.15742
82,3282.36,1,0.11184833943843842,0.03499184921383858,0.29757,0.02000284008681774,-8.959,-11.874,0.45,102.769,1.15511
83,3322.39,1,0.1141773983836174,0.03776482120156288,0.29603,0.020028632134199142,-8.928,-11.892,0.419,101.928,1.15958
84,3362.42,1,0.11908544600009918,0.03760740906000137,0.29455,0.021039428189396858,-8.763,-12.003,0.341,102.733,1.15722
85,3402.45,1,0.1193232536315918,0.037733595818281174,0.29453,0.021063661202788353,-8.755,-11.987,0.331,103.063,1.16093
86,3442.48,1,0.11844418197870255,0.037023648619651794,0.29526,0.020493457093834877,-8.747,-11.983,0.312,101.969,1.16431
87,3482.51,1,0.12130919098854065,0.03620288521051407,0.29516,0.019736826419830322,-8.751,-11.99,0.256,102.82,1.16013
88,3522.54,1,0.12544557452201843,0.03592566028237343,0.29532,0.01888965629041195,-8.853,-11.969,0.248,102.678,1.16086
89,3562.57,1,0.12424315512180328,0.03610534220933914,0.29583,0.019414741545915604,-8.948,-11.944,0.246,102.137,1.16087
90,3602.6,1,0.1260775625705719,0.036417558789253235,0.29591,0.018757164478302002,-8.937,-11.905,0.234,102.963,1.15707
91,3642.62,1,0.12374909222126007,0.03476894274353981,0.2986,0.019609414041042328,-8.975,-11.792,0.171,102.597,1.15951
92,3682.65,1,0.12142281234264374,0.03432254120707512,0.29932,0.02051454409956932,-9.037,-11.741,0.117,102.294,1.15896
93,3722.68,1,0.11846185475587845,0.03439319506287575,0.29967,0.021753372624516487,-9.139,-11.65,0.104,103.024,1.1575
94,3762.71,1,0.11643101274967194,0.03411237522959709,0.29929,0.02243189886212349,-9.271,-11.629,0.102,102.228,1.16223
95,3802.74,1,0.11707842350006104,0.034395262598991394,0.29748,0.02222241833806038,-9.284,-11.651,-0.029,102.501,1.16033
96,3842.77,1,0.12010400742292404,0.03399215638637543,0.29683,0.023812556639313698,-9.233,-11.553,-0.127,102.9,1.15961
97,3882.8,1,0.11959691345691681,0.03444898501038551,0.29749,0.02583961933851242,-9.269,-11.493,-0.12,101.996,1.16334
98,3922.83,1,0.11932268738746643,0.03525906801223755,0.29682,0.025727741420269012,-9.284,-11.447,-0.098,102.639,1.15744
99,3962.85,1,0.11848568916320801,0.03499764949083328,0.29656,0.024828055873513222,-9.294,-11.46,-0.096,102.897,1.15628
100,4002.88,1,0.1185828372836113,0.03566418215632439,0.29477,0.025309968739748,-9.299,-11.471,-0.124,101.972,1.163
101,4042.91,1,0.11654148995876312,0.03541775047779083,0.29478,0.025458836928009987,-9.321,-11.488,-0.153,102.953,1.15824
102,4082.94,1,0.11433013528585434,0.033744607120752335,0.29531,0.026388375088572502,-9.372,-11.436,-0.164,102.692,1.15854
103,4122.97,1,0.11217762529850006,0.032160382717847824,0.29644,0.026074746623635292,-9.364,-11.399,-0.187,102.126,1.1628
104,4163.0,1,0.11212469637393951,0.031049923971295357,0.29648,0.026807520538568497,-9.435,-11.355,-0.183,102.837,1.16017
105,4203.03,1,0.11169014126062393,0.030480051413178444,0.29689,0.02614668197929859,-9.502,-11.381,-0.161,102.495,1.15896
106,4243.06,1,0.1125299260020256,0.030107315629720688,0.29621,0.02569761499762535,-9.5,-11.397,-0.142,102.409,1.15904
107,4283.09,1,0.11246994137763977,0.03043181076645851,0.29628,0.02470908686518669,-9.509,-11.391,-0.163,102.991,1.15435
108,4323.11,1,0.11056897789239883,0.030857311561703682,0.29696,0.02394474484026432,-9.452,-11.359,-0.23,102.106,1.16042
109,4363.14,1,0.10992562025785446,0.0291228499263525,0.29756,0.023964567109942436,-9.421,-11.307,-0.265,102.571,1.15726
110,4403.17,1,0.10995116829872131,0.02911633625626564,0.29843,0.023625008761882782,-9.454,-11.276,-0.274,102.872,1.15789
111,4443.2,1,0.12972772121429443,0.03751029819250107,0.29186,0.02288479171693325,-9.786,-11.28,-0.202,101.861,1.16698
112,4483.23,1,0.1724238246679306,0.09355615079402924,0.26931,0.02886919118463993,-10.218,-11.388,-0.042,102.581,1.16235
113,4523.26,1,0.23669014871120453,0.22829373180866241,0.22501,0.04226307570934296,-10.543,-11.597,-0.038,102.783,1.16503
114,4563.29,1,0.32797473669052124,0.3467372953891754,0.18037,0.06194697692990303,-10.818,-11.775,-0.002,101.912,1.17319
115,4603.32,1,0.4124515950679779,0.4669250249862671,0.13691,0.07297246158123016,-11.074,-11.706,0.195,102.832,1.16369
116,4643.34,1,0.44779250025749207,0.5287690162658691,0.11353,0.08667581528425217,-11.311,-11.825,0.271,102.564,1.16719
117,4683.37,1,0.5111112594604492,0.567659854888916,0.09161,0.08132459968328476,-11.214,-11.831,0.319,102.217,1.16635
118,4723.4,1,0.5417953729629517,0.5744031667709351,0.08204,0.07546581327915192,-11.159,-11.848,0.295,102.88,1.16468
119,4763.43,1,0.6022018194198608,0.6048920154571533,0.06334,0.07494674623012543,-11.115,-11.87,0.148,102.457,1.16497
120,4803.46,1,0.6122664213180542,0.6205782890319824,0.05911,0.07215291261672974,-11.248,-11.654,0.085,102.335,1.16748
121,4843.49,1,0.653359055519104,0.6691224575042725,0.0417,0.06607622653245926,-11.278,-11.572,0.071,102.879,1.16351
122,4883.52,1,0.6888463497161865,0.704573392868042,0.02664,0.058717839419841766,-11.303,-11.58,0.057,102.025,1.16796
123,4923.55,1,0.7000833749771118,0.7350360155105591,0.02075,0.05150498449802399,-11.425,-11.542,0.121,102.624,1.16687
124,4963.58,1,0.7191833853721619,0.7562047243118286,0.0157,0.04461239278316498,-11.67,-11.574,0.291,102.82,1.17141
125,5003.6,1,0.7223659157752991,0.7555497884750366,0.01653,0.04061337560415268,-11.836,-11.566,0.346,101.996,1.17717
126,5043.63,1,0.727301836013794,0.7565600275993347,0.01752,0.03839339688420296,-11.925,-11.622,0.414,102.787,1.17211
127,5083.66,1,0.7317363023757935,0.7448208928108215,0.02137,0.03555631265044212,-11.886,-11.645,0.427,102.933,1.17125
128,5123.69,1,0.7153816223144531,0.747596025466919,0.02295,0.03384938836097717,-11.718,-11.624,0.331,102.051,1.17327
129,5163.72,1,0.6585692167282104,0.670600175857544,0.04793,0.040232282131910324,-11.443,-11.315,0.27,103.029,1.16843
130,5203.75,1,0.5040072202682495,0.48936575651168823,0.10833,0.04771597683429718,-11.14,-11.14,0.347,102.586,1.17379
131,5243.78,1,0.5301128029823303,0.5116188526153564,0.09959,0.04623356834053993,-11.117,-11.184,0.327,102.41,1.17187
132,5283.81,1,0.6597391366958618,0.6384961605072021,0.05924,0.03604300320148468,-11.344,-11.418,0.259,103.022,1.16836
133,5323.84,1,0.6769203543663025,0.6497470140457153,0.05056,0.03626780956983566,-11.306,-11.49,0.219,102.484,1.172
134,5363.86,1,0.4594585597515106,0.4208526313304901,0.13799,0.03560663387179375,-11.247,-11.172,0.34,102.535,1.17049
135,5403.89,1,0.22229434549808502,0.18016599118709564,0.22959,0.028793800622224808,-11.019,-10.916,0.443,102.92,1.16841
136,5443.92,1,0.1615615040063858,0.06261543929576874,0.27068,0.024165846407413483,-10.534,-10.794,0.248,101.961,1.17804
137,5483.95,1,0.14998190104961395,0.04189790040254593,0.28298,0.02404157444834709,-10.258,-10.893,0.043,102.645,1.17107
138,5523.98,1,0.15252262353897095,0.04186856001615524,0.2835,0.02269614115357399,-10.25,-10.915,0.014,102.711,1.17251
139,5564.01,1,0.1499500721693039,0.041060831397771835,0.28495,0.021793819963932037,-10.186,-10.883,-0.054,101.99,1.17415
140,5604.04,1,0.1507529765367508,0.04371477663516998,0.28454,0.022453181445598602,-10.215,-10.891,-0.085,102.525,1.17194
141,5644.07,1,0.1497352570295334,0.04426754638552666,0.28477,0.022325724363327026,-10.222,-10.91,-0.113,102.785,1.16921
142,5684.09,1,0.14672844111919403,0.04910668358206749,0.28508,0.02228882536292076,-10.309,-10.918,-0.069,102.058,1.17311
143,5724.12,1,0.1455908566713333,0.05107489228248596,0.28518,0.02214622125029564,-10.274,-10.927,-0.075,102.889,1.17128
144,5764.15,1,0.14371825754642487,0.05256625637412071,0.2857,0.02226478047668934,-10.286,-10.894,-0.073,102.282,1.17766
145,5804.18,1,0.14612609148025513,0.054430991411209106,0.28443,0.022741569206118584,-10.293,-10.903,-0.076,102.308,1.17486
146,5844.21,1,0.1446990817785263,0.05118076503276825,0.28586,0.023654751479625702,-10.252,-10.9,-0.11,102.913,1.17074
