frame_idx,t_ms,face,eye_blink_l,eye_blink_r,ear,jaw_open,pitch,yaw,roll,bright_mean,warmth
0,0.0,1,0.10314533859491348,0.0466020293533802,0.3201,0.0019899322651326656,5.612,-0.888,-0.902,129.937,1.04152
1,39.53,1,0.11068693548440933,0.05034084618091583,0.3169,0.0024729075375944376,5.857,-1.078,-0.853,129.989,1.04251
2,72.91,1,0.11735095083713531,0.05295006185770035,0.31457,0.0031227818690240383,5.897,-1.107,-0.819,130.022,1.04159
3,106.41,1,0.12252911180257797,0.05364777520298958,0.31391,0.0036156545393168926,5.938,-1.097,-0.812,130.054,1.03465
4,139.91,1,0.12176864594221115,0.05474323034286499,0.3137,0.0036109916400164366,5.963,-1.062,-0.827,129.967,1.03846
5,173.41,1,0.12399522960186005,0.05622703954577446,0.31311,0.0035457077901810408,5.942,-1.024,-0.967,129.987,1.03853
6,206.69,1,0.11622225493192673,0.053846605122089386,0.31621,0.00364898843690753,5.853,-0.991,-1.114,130.042,1.03658
7,240.27,1,0.10858816653490067,0.05087981000542641,0.31824,0.0031507951207458973,5.831,-0.882,-1.283,130.139,1.0365
8,273.7,1,0.11540388315916061,0.056384116411209106,0.31555,0.002795009408146143,5.829,-0.844,-1.336,130.063,1.04095
9,307.13,1,0.11682868748903275,0.058364514261484146,0.31445,0.002553894417360425,5.821,-0.829,-1.285,130.085,1.04132
10,340.57,1,0.11968664079904556,0.06343638896942139,0.30952,0.0025577156338840723,5.728,-0.942,-1.331,130.079,1.04093
11,374.0,1,0.10659325122833252,0.05745197832584381,0.31124,0.002905242843553424,5.553,-1.04,-1.424,130.205,1.04161
12,407.43,1,0.08070317655801773,0.043637171387672424,0.32203,0.0026445086114108562,5.271,-1.336,-1.512,130.565,1.03684
13,440.87,1,0.0677274838089943,0.03872767463326454,0.32532,0.0022475551813840866,4.804,-2.097,-1.917,130.842,1.03297
14,474.3,1,0.060470759868621826,0.03489314764738083,0.32801,0.0018686506664380431,4.531,-3.194,-2.716,130.711,1.03775
15,507.73,1,0.0643000528216362,0.03548257052898407,0.32987,0.0017180133145302534,3.987,-4.421,-3.433,130.714,1.03891
16,541.01,1,0.066672682762146,0.035598378628492355,0.33101,0.0016741571016609669,3.704,-5.349,-3.858,130.588,1.04049
17,574.58,1,0.06764678657054901,0.03533519431948662,0.33053,0.0015894400421530008,3.536,-5.73,-4.048,130.63,1.04096
18,608.03,1,0.06770140677690506,0.03279503434896469,0.33073,0.001530862064100802,3.64,-5.742,-4.187,130.646,1.04206
19,641.49,1,0.06760730594396591,0.03220388665795326,0.33182,0.001462488784454763,3.719,-5.648,-4.334,130.692,1.04255
20,675.06,1,0.06328388303518295,0.029083428904414177,0.33559,0.0014189463108778,3.782,-5.645,-4.492,130.684,1.04215
21,708.36,1,0.06074395403265953,0.029210470616817474,0.33641,0.001125522656366229,3.903,-5.47,-4.517,130.508,1.04558
22,741.66,1,0.06280500441789627,0.03102259710431099,0.33347,0.0010028277756646276,3.972,-5.338,-4.501,130.394,1.04678
23,775.17,1,0.06291351467370987,0.03169086202979088,0.33202,0.0009490936645306647,3.966,-5.217,-4.451,130.306,1.0473
24,808.68,1,0.06888249516487122,0.03371090069413185,0.32835,0.0010238795075565577,4.084,-5.069,-4.417,130.219,1.04851
25,842.02,1,0.07191836088895798,0.034874338656663895,0.32624,0.0010293161030858755,4.303,-4.839,-4.398,130.276,1.04997
26,875.37,1,0.07259281724691391,0.036435551941394806,0.32457,0.0010087726404890418,4.513,-4.596,-4.345,130.386,1.04905
27,908.71,1,0.07188622653484344,0.03671935945749283,0.32677,0.0010800743475556374,4.598,-4.401,-4.323,130.404,1.04944
28,942.19,1,0.07891111820936203,0.040585536509752274,0.3236,0.0010290140053257346,4.776,-4.229,-4.377,130.37,1.04928
29,975.67,1,0.07952436059713364,0.039461370557546616,0.32273,0.001085466705262661,4.927,-4.002,-4.458,130.25,1.05178
30,1009.26,1,0.07358254492282867,0.03970583900809288,0.32488,0.0010183423291891813,4.977,-3.756,-4.415,130.156,1.05238
31,1042.49,1,0.06997289508581161,0.03878122940659523,0.32536,0.0010487389517948031,4.964,-3.604,-4.253,130.122,1.05147
32,1075.94,1,0.07033175230026245,0.03768426552414894,0.32318,0.0009723030962049961,5.1,-3.439,-4.111,130.041,1.04856
33,1109.4,1,0.0739922896027565,0.039880622178316116,0.32216,0.0009142547496594489,4.785,-3.401,-3.709,130.175,1.04701
34,1142.86,1,0.0767085999250412,0.042200181633234024,0.32263,0.0008989011403173208,4.061,-3.608,-3.163,130.566,1.04716
35,1176.31,1,0.07712535560131073,0.04660078138113022,0.32493,0.0009515532874502242,3.265,-4.228,-2.77,131.0,1.04566
36,1209.77,1,0.07629100233316422,0.037505872547626495,0.32844,0.0009700966184027493,2.92,-4.591,-2.629,131.279,1.0452
37,1243.22,1,0.08066993206739426,0.04074188694357872,0.32749,0.0008970922790467739,2.919,-4.703,-2.564,131.452,1.04364
38,1276.68,1,0.07711043953895569,0.041460491716861725,0.32793,0.0008763347868807614,2.645,-4.704,-2.227,131.599,1.04144
39,1310.13,1,0.08150152862071991,0.04251699522137642,0.32734,0.0008112539071589708,2.211,-4.659,-1.772,130.199,1.04398
40,1343.4,1,0.07281600683927536,0.04028905928134918,0.32984,0.0008223573677241802,2.112,-4.65,-1.466,130.375,1.04484
41,1376.93,1,0.0730668306350708,0.04224155470728874,0.32804,0.0008661294705234468,2.122,-4.781,-1.456,130.612,1.04194
42,1410.37,1,0.08538864552974701,0.05419531092047691,0.31853,0.0010952302254736423,2.139,-5.011,-1.75,129.227,1.04363
43,1443.67,1,0.0869683101773262,0.05538395419716835,0.31535,0.0014756422024220228,2.106,-5.254,-1.977,129.21,1.04082
44,1477.28,1,0.08738943934440613,0.05508154258131981,0.31533,0.0016036051092669368,2.14,-5.516,-2.09,129.353,1.03779
45,1510.69,1,0.08718830347061157,0.050478495657444,0.31944,0.0016634893836453557,2.241,-5.596,-2.188,127.793,1.03923
46,1544.1,1,0.08265502750873566,0.04733434319496155,0.32152,0.0016018024180084467,2.202,-5.639,-2.146,127.715,1.04168
47,1577.51,1,0.07913218438625336,0.0450628362596035,0.32326,0.0017637148266658187,1.984,-5.777,-2.032,127.764,1.0416
48,1610.92,1,0.07395797222852707,0.044091567397117615,0.32354,0.0019583278335630894,1.723,-5.945,-1.909,126.098,1.04309
49,1644.33,1,0.07394123822450638,0.045455340296030045,0.32366,0.0017651936504989862,1.596,-6.063,-1.75,125.987,1.04244
50,1677.74,1,0.07748819887638092,0.04542301222681999,0.32248,0.0017085048602893949,1.538,-6.129,-1.681,125.943,1.04595
51,1711.16,1,0.07104013860225677,0.04539215564727783,0.3237,0.0015433084918186069,1.669,-6.154,-1.667,125.879,1.04693
52,1744.69,1,0.0722108855843544,0.052936751395463943,0.32031,0.0019010233227163553,1.87,-6.056,-1.743,125.725,1.04821
53,1778.22,1,0.06880179792642593,0.049341216683387756,0.32318,0.0022360733710229397,2.19,-5.932,-1.82,125.449,1.05195
54,1811.6,1,0.07010803371667862,0.05127624794840813,0.32189,0.002155250869691372,2.349,-5.791,-1.876,125.239,1.05242
55,1844.87,1,0.07746580988168716,0.05672406777739525,0.31899,0.0017987568862736225,2.401,-5.68,-1.931,125.152,1.05265
56,1878.44,1,0.07585477828979492,0.05809047073125839,0.31769,0.0017109042964875698,2.349,-5.686,-1.969,125.125,1.05147
57,1911.87,1,0.07478684931993484,0.060357462614774704,0.31659,0.0014780866913497448,2.269,-5.746,-2.052,125.125,1.05132
58,1945.17,1,0.0775565430521965,0.06513627618551254,0.31521,0.0013305469183251262,2.134,-5.7,-2.15,125.037,1.05248
59,1978.74,1,0.07942046970129013,0.06655777990818024,0.3149,0.0017051339382305741,2.117,-5.689,-2.061,124.835,1.05262
60,2012.14,1,0.08784108608961105,0.07203523069620132,0.3132,0.0021108384244143963,2.076,-5.578,-1.959,124.621,1.05414
61,2045.54,1,0.09198028594255447,0.07426071166992188,0.31253,0.0021966155618429184,2.147,-5.498,-1.889,126.347,1.05606
62,2079.21,1,0.09366437792778015,0.07297345995903015,0.31223,0.002257105428725481,2.156,-5.414,-1.816,127.994,1.05416
63,2112.46,1,0.09341708570718765,0.07214588671922684,0.31241,0.0019696380477398634,2.113,-5.345,-1.71,128.008,1.05426
64,2145.87,1,0.0928577184677124,0.07152719795703888,0.31274,0.0017277628649026155,2.108,-5.299,-1.6,127.994,1.0552
65,2179.28,1,0.09777158498764038,0.07413852959871292,0.31219,0.0016117794439196587,2.088,-5.202,-1.457,127.99,1.05596
66,2212.69,1,0.10026119649410248,0.0736786499619484,0.31206,0.001460981904529035,1.997,-5.032,-1.315,127.922,1.05466
67,2246.1,1,0.10175309330224991,0.07253685593605042,0.31199,0.001482608960941434,1.997,-4.952,-1.167,127.876,1.0548
68,2279.63,1,0.10138598829507828,0.07302790135145187,0.31215,0.0014284044736996293,2.021,-4.862,-1.108,127.581,1.05892
69,2313.07,1,0.10407610982656479,0.07340144366025925,0.31149,0.0013820299645885825,2.042,-4.831,-1.035,127.537,1.05922
70,2346.36,1,0.10523325949907303,0.0735715925693512,0.31136,0.0013212739722803235,2.086,-4.743,-0.989,127.65,1.06268
71,2379.82,1,0.10640417784452438,0.07381396740674973,0.31159,0.0012390976771712303,2.044,-4.698,-0.933,127.66,1.06303
72,2413.29,1,0.10703960806131363,0.07359113544225693,0.31157,0.00117492803838104,2.061,-4.687,-0.882,127.576,1.06304
73,2446.76,1,0.1091180071234703,0.07339970022439957,0.31087,0.0011142273433506489,2.105,-4.667,-0.823,127.459,1.05716
74,2480.1,1,0.11302276700735092,0.07384005188941956,0.3102,0.0011403891257941723,2.14,-4.628,-0.763,127.379,1.05701
75,2513.66,1,0.11434178799390793,0.07510576397180557,0.30823,0.0010596031788736582,2.223,-4.52,-0.761,127.48,1.06049
76,2547.08,1,0.1170099601149559,0.07638290524482727,0.30647,0.0010912312427535653,2.213,-4.432,-0.779,127.268,1.06456
77,2580.5,1,0.118650421500206,0.07715094834566116,0.305,0.0011138246627524495,2.209,-4.311,-0.793,128.655,1.06552
78,2613.92,1,0.12596957385540009,0.07908038794994354,0.30341,0.0012023861054331064,2.21,-4.247,-0.836,128.609,1.06603
79,2647.34,1,0.12736552953720093,0.07910723239183426,0.30349,0.0013166532153263688,2.316,-4.128,-0.843,128.578,1.06742
80,2680.77,1,0.12515150010585785,0.07829003036022186,0.30452,0.0013665765291079879,2.484,-4.03,-0.869,128.519,1.06656
